deviceID	flowData	current	watthourData	localDate	localTime	UTCtime
HyErn3Blm	null	0	0	2018-07-18	23:07:20	2018-07-18T09:07:20.000Z
HyErn3Blm	null	0	0	2018-07-18	23:22:20	2018-07-18T09:22:20.000Z
HyErn3Blm	null	0	0	2018-07-18	23:37:20	2018-07-18T09:37:20.000Z
HyErn3Blm	null	0	0	2018-07-18	23:52:20	2018-07-18T09:52:20.000Z
HyErn3Blm	null	1.02	60.8	2018-07-18	00:07:20	2018-07-18T10:07:20.000Z
HyErn3Blm	null	2.51	149.56	2018-07-18	00:22:20	2018-07-18T10:22:20.000Z
HyErn3Blm	null	0	0	2018-07-18	00:37:21	2018-07-18T10:37:21.000Z
HyErn3Blm	null	0	0	2018-07-18	00:52:21	2018-07-18T10:52:21.000Z
HyErn3Blm	null	0	0	2018-07-18	01:07:21	2018-07-18T11:07:21.000Z
HyErn3Blm	null	0	0	2018-07-18	01:22:21	2018-07-18T11:22:21.000Z
HyErn3Blm	null	0	0	2018-07-18	01:37:21	2018-07-18T11:37:21.000Z
HyErn3Blm	null	0	0	2018-07-18	01:52:21	2018-07-18T11:52:21.000Z
HyErn3Blm	null	0	0	2018-07-18	02:07:21	2018-07-18T12:07:21.000Z
HyErn3Blm	null	0	0	2018-07-18	02:22:21	2018-07-18T12:22:21.000Z
HyErn3Blm	null	0	0	2018-07-18	02:37:21	2018-07-18T12:37:21.000Z
HyErn3Blm	null	0	0	2018-07-18	02:52:21	2018-07-18T12:52:21.000Z
HyErn3Blm	null	0	0	2018-07-18	03:07:21	2018-07-18T13:07:21.000Z
HyErn3Blm	null	0	0	2018-07-18	03:22:21	2018-07-18T13:22:21.000Z
HyErn3Blm	null	0	0	2018-07-18	03:37:21	2018-07-18T13:37:21.000Z
HyErn3Blm	null	0	0	2018-07-18	03:52:21	2018-07-18T13:52:21.000Z
HyErn3Blm	null	0	0	2018-07-18	04:07:21	2018-07-18T14:07:21.000Z
HyErn3Blm	null	0	0	2018-07-18	04:22:22	2018-07-18T14:22:22.000Z
HyErn3Blm	null	0	0	2018-07-18	04:37:22	2018-07-18T14:37:22.000Z
HyErn3Blm	null	0	0	2018-07-18	04:52:22	2018-07-18T14:52:22.000Z
HyErn3Blm	null	0	0	2018-07-18	05:07:22	2018-07-18T15:07:22.000Z
HyErn3Blm	null	0	0	2018-07-18	05:22:22	2018-07-18T15:22:22.000Z
HyErn3Blm	null	0	0	2018-07-18	05:37:22	2018-07-18T15:37:22.000Z
HyErn3Blm	null	0	0	2018-07-18	05:52:22	2018-07-18T15:52:22.000Z
HyErn3Blm	null	0	0	2018-07-18	06:07:22	2018-07-18T16:07:22.000Z
HyErn3Blm	null	0	0	2018-07-18	06:22:22	2018-07-18T16:22:22.000Z
HyErn3Blm	null	0	0	2018-07-18	06:37:22	2018-07-18T16:37:22.000Z
HyErn3Blm	null	0.65	39.11	2018-07-18	06:52:22	2018-07-18T16:52:22.000Z
HyErn3Blm	null	0.7	42.39	2018-07-18	07:07:22	2018-07-18T17:07:22.000Z
HyErn3Blm	null	0	0	2018-07-18	07:22:22	2018-07-18T17:22:22.000Z
HyErn3Blm	null	1.73	103.69	2018-07-18	07:37:22	2018-07-18T17:37:22.000Z
HyErn3Blm	null	0.23	13.77	2018-07-18	07:52:23	2018-07-18T17:52:23.000Z
HyErn3Blm	null	0	0	2018-07-18	08:07:23	2018-07-18T18:07:23.000Z
HyErn3Blm	null	0	0	2018-07-18	08:22:23	2018-07-18T18:22:23.000Z
HyErn3Blm	null	0	0	2018-07-18	08:37:23	2018-07-18T18:37:23.000Z
HyErn3Blm	null	0	0	2018-07-18	08:52:23	2018-07-18T18:52:23.000Z
HyErn3Blm	null	0	0	2018-07-18	09:07:23	2018-07-18T19:07:23.000Z
HyErn3Blm	null	2	120.65	2018-07-18	09:22:23	2018-07-18T19:22:23.000Z
HyErn3Blm	null	3.37	201.37	2018-07-18	09:37:23	2018-07-18T19:37:23.000Z
HyErn3Blm	null	3.37	200.57	2018-07-18	09:52:23	2018-07-18T19:52:23.000Z
HyErn3Blm	null	2.46	148.13	2018-07-18	10:07:23	2018-07-18T20:07:23.000Z
HyErn3Blm	null	0	0	2018-07-18	10:22:23	2018-07-18T20:22:23.000Z
HyErn3Blm	null	0	0	2018-07-18	10:37:29	2018-07-18T20:37:29.000Z
HyErn3Blm	null	0	0	2018-07-18	10:52:29	2018-07-18T20:52:29.000Z
HyErn3Blm	null	0	0	2018-07-18	11:07:25	2018-07-18T21:07:25.000Z
HyErn3Blm	null	0	0	2018-07-18	11:22:25	2018-07-18T21:22:25.000Z
HyErn3Blm	null	0	0	2018-07-18	11:37:25	2018-07-18T21:37:25.000Z
HyErn3Blm	null	0	0	2018-07-18	11:52:25	2018-07-18T21:52:25.000Z
HyErn3Blm	null	0	0	2018-07-18	12:07:25	2018-07-18T22:07:25.000Z
HyErn3Blm	null	0	0	2018-07-18	12:22:25	2018-07-18T22:22:25.000Z
HyErn3Blm	null	0	0	2018-07-18	12:37:25	2018-07-18T22:37:25.000Z
HyErn3Blm	null	0	0	2018-07-18	12:52:25	2018-07-18T22:52:25.000Z
HyErn3Blm	null	0	0	2018-07-18	13:07:25	2018-07-18T23:07:25.000Z
HyErn3Blm	null	0	0	2018-07-18	13:22:25	2018-07-18T23:22:25.000Z
HyErn3Blm	null	0	0	2018-07-18	13:37:25	2018-07-18T23:37:25.000Z
HyErn3Blm	null	0	0	2018-07-18	13:52:25	2018-07-18T23:52:25.000Z
HyErn3Blm	null	0	0	2018-07-19	14:07:25	2018-07-19T00:07:25.000Z
HyErn3Blm	null	0	0	2018-07-19	14:22:25	2018-07-19T00:22:25.000Z
HyErn3Blm	null	0	0	2018-07-19	14:37:25	2018-07-19T00:37:25.000Z
HyErn3Blm	null	0	0	2018-07-19	14:52:25	2018-07-19T00:52:25.000Z
HyErn3Blm	null	0	0	2018-07-19	15:07:26	2018-07-19T01:07:26.000Z
HyErn3Blm	null	0	0	2018-07-19	15:22:26	2018-07-19T01:22:26.000Z
HyErn3Blm	null	0	0	2018-07-19	15:37:26	2018-07-19T01:37:26.000Z
HyErn3Blm	null	0	0	2018-07-19	15:52:26	2018-07-19T01:52:26.000Z
HyErn3Blm	null	2.98	179.98	2018-07-19	16:07:26	2018-07-19T02:07:26.000Z
HyErn3Blm	null	0.38	23.14	2018-07-19	16:22:26	2018-07-19T02:22:26.000Z
HyErn3Blm	null	2.51	149.15	2018-07-19	16:37:26	2018-07-19T02:37:26.000Z
HyErn3Blm	null	0.97	57.47	2018-07-19	16:52:26	2018-07-19T02:52:26.000Z
HyErn3Blm	null	0	0	2018-07-19	17:07:26	2018-07-19T03:07:26.000Z
HyErn3Blm	null	0	0	2018-07-19	17:22:26	2018-07-19T03:22:26.000Z
HyErn3Blm	null	0	0	2018-07-19	17:37:26	2018-07-19T03:37:26.000Z
HyErn3Blm	null	0	0	2018-07-19	17:52:26	2018-07-19T03:52:26.000Z
HyErn3Blm	null	0	0	2018-07-19	18:07:26	2018-07-19T04:07:26.000Z
HyErn3Blm	null	0	0	2018-07-19	18:22:26	2018-07-19T04:22:26.000Z
HyErn3Blm	null	0	0	2018-07-19	18:37:26	2018-07-19T04:37:26.000Z
HyErn3Blm	null	0	0	2018-07-19	18:52:27	2018-07-19T04:52:27.000Z
HyErn3Blm	null	0	0	2018-07-19	19:07:27	2018-07-19T05:07:27.000Z
HyErn3Blm	null	0	0	2018-07-19	19:22:27	2018-07-19T05:22:27.000Z
HyErn3Blm	null	0	0	2018-07-19	19:37:27	2018-07-19T05:37:27.000Z
HyErn3Blm	null	0	0	2018-07-19	19:52:27	2018-07-19T05:52:27.000Z
HyErn3Blm	null	0	0	2018-07-19	20:07:27	2018-07-19T06:07:27.000Z
HyErn3Blm	null	0	0	2018-07-19	20:22:27	2018-07-19T06:22:27.000Z
HyErn3Blm	null	0	0	2018-07-19	20:37:27	2018-07-19T06:37:27.000Z
HyErn3Blm	null	0	0	2018-07-19	20:52:27	2018-07-19T06:52:27.000Z
HyErn3Blm	null	0	0	2018-07-19	21:07:27	2018-07-19T07:07:27.000Z
HyErn3Blm	null	1.09	64.19	2018-07-19	21:22:27	2018-07-19T07:22:27.000Z
HyErn3Blm	null	2.91	171.82	2018-07-19	21:37:27	2018-07-19T07:37:27.000Z
HyErn3Blm	null	0	0	2018-07-19	21:52:27	2018-07-19T07:52:27.000Z
HyErn3Blm	null	0	0	2018-07-19	22:07:27	2018-07-19T08:07:27.000Z
HyErn3Blm	null	0	0	2018-07-19	22:22:27	2018-07-19T08:22:27.000Z
HyErn3Blm	null	0	0	2018-07-19	22:37:28	2018-07-19T08:37:28.000Z
HyErn3Blm	null	0	0	2018-07-19	22:52:28	2018-07-19T08:52:28.000Z
HyErn3Blm	null	3.31	196.27	2018-07-19	23:07:28	2018-07-19T09:07:28.000Z
HyErn3Blm	null	0.79	46.86	2018-07-19	23:22:28	2018-07-19T09:22:28.000Z
HyErn3Blm	null	0	0	2018-07-19	23:37:28	2018-07-19T09:37:28.000Z
HyErn3Blm	null	0	0	2018-07-19	23:52:28	2018-07-19T09:52:28.000Z
HyErn3Blm	null	0	0	2018-07-19	00:07:28	2018-07-19T10:07:28.000Z
HyErn3Blm	null	0	0	2018-07-19	00:22:28	2018-07-19T10:22:28.000Z
HyErn3Blm	null	0	0	2018-07-19	00:37:28	2018-07-19T10:37:28.000Z
HyErn3Blm	null	0	0	2018-07-19	00:52:28	2018-07-19T10:52:28.000Z
HyErn3Blm	null	0	0	2018-07-19	01:07:28	2018-07-19T11:07:28.000Z
HyErn3Blm	null	0	0	2018-07-19	01:22:28	2018-07-19T11:22:28.000Z
HyErn3Blm	null	0	0	2018-07-19	01:37:29	2018-07-19T11:37:29.000Z
HyErn3Blm	null	0	0	2018-07-19	01:52:29	2018-07-19T11:52:29.000Z
HyErn3Blm	null	0	0	2018-07-19	02:07:29	2018-07-19T12:07:29.000Z
HyErn3Blm	null	0	0	2018-07-19	02:22:29	2018-07-19T12:22:29.000Z
HyErn3Blm	null	0	0	2018-07-19	02:37:29	2018-07-19T12:37:29.000Z
HyErn3Blm	null	0	0	2018-07-19	02:52:29	2018-07-19T12:52:29.000Z
HyErn3Blm	null	0	0	2018-07-19	03:07:29	2018-07-19T13:07:29.000Z
HyErn3Blm	null	0	0	2018-07-19	03:22:29	2018-07-19T13:22:29.000Z
HyErn3Blm	null	0	0	2018-07-19	03:37:29	2018-07-19T13:37:29.000Z
HyErn3Blm	null	0	0	2018-07-19	03:52:29	2018-07-19T13:52:29.000Z
HyErn3Blm	null	0	0	2018-07-19	04:07:29	2018-07-19T14:07:29.000Z
HyErn3Blm	null	0	0	2018-07-19	04:22:29	2018-07-19T14:22:29.000Z
HyErn3Blm	null	0	0	2018-07-19	04:37:29	2018-07-19T14:37:29.000Z
HyErn3Blm	null	0	0	2018-07-19	04:52:29	2018-07-19T14:52:29.000Z
HyErn3Blm	null	0	0	2018-07-19	05:07:29	2018-07-19T15:07:29.000Z
HyErn3Blm	null	0	0	2018-07-19	05:22:30	2018-07-19T15:22:30.000Z
HyErn3Blm	null	0	0	2018-07-19	05:37:30	2018-07-19T15:37:30.000Z
HyErn3Blm	null	0	0	2018-07-19	05:52:30	2018-07-19T15:52:30.000Z
HyErn3Blm	null	0	0	2018-07-19	06:07:30	2018-07-19T16:07:30.000Z
HyErn3Blm	null	2.35	140.33	2018-07-19	06:22:30	2018-07-19T16:22:30.000Z
HyErn3Blm	null	0.73	43.5	2018-07-19	06:37:30	2018-07-19T16:37:30.000Z
HyErn3Blm	null	0.04	2.25	2018-07-19	06:52:30	2018-07-19T16:52:30.000Z
HyErn3Blm	null	1.59	95.43	2018-07-19	07:07:30	2018-07-19T17:07:30.000Z
HyErn3Blm	null	0.64	37.97	2018-07-19	07:22:30	2018-07-19T17:22:30.000Z
HyErn3Blm	null	0	0	2018-07-19	07:37:30	2018-07-19T17:37:30.000Z
HyErn3Blm	null	0	0.01	2018-07-19	07:52:30	2018-07-19T17:52:30.000Z
HyErn3Blm	null	3	179	2018-07-19	08:07:30	2018-07-19T18:07:30.000Z
HyErn3Blm	null	0.57	34.1	2018-07-19	08:22:30	2018-07-19T18:22:30.000Z
HyErn3Blm	null	0	0	2018-07-19	08:37:30	2018-07-19T18:37:30.000Z
HyErn3Blm	null	0	0	2018-07-19	08:52:30	2018-07-19T18:52:30.000Z
HyErn3Blm	null	0	0	2018-07-19	09:07:31	2018-07-19T19:07:31.000Z
HyErn3Blm	null	0	0	2018-07-19	09:22:31	2018-07-19T19:22:31.000Z
HyErn3Blm	null	0	0	2018-07-19	09:37:31	2018-07-19T19:37:31.000Z
HyErn3Blm	null	0	0	2018-07-19	09:52:31	2018-07-19T19:52:31.000Z
HyErn3Blm	null	0	0	2018-07-19	10:07:31	2018-07-19T20:07:31.000Z
HyErn3Blm	null	0	0	2018-07-19	10:22:31	2018-07-19T20:22:31.000Z
HyErn3Blm	null	0	0	2018-07-19	10:37:35	2018-07-19T20:37:35.000Z
HyErn3Blm	null	0	0	2018-07-19	10:52:35	2018-07-19T20:52:35.000Z
HyErn3Blm	null	0	0	2018-07-19	11:07:35	2018-07-19T21:07:35.000Z
HyErn3Blm	null	0	0	2018-07-19	11:22:35	2018-07-19T21:22:35.000Z
HyErn3Blm	null	0	0	2018-07-19	11:37:36	2018-07-19T21:37:36.000Z
HyErn3Blm	null	0	0	2018-07-19	11:52:36	2018-07-19T21:52:36.000Z
HyErn3Blm	null	0	0	2018-07-19	12:07:36	2018-07-19T22:07:36.000Z
HyErn3Blm	null	0	0	2018-07-19	12:22:36	2018-07-19T22:22:36.000Z
HyErn3Blm	null	3.32	198.89	2018-07-19	12:37:36	2018-07-19T22:37:36.000Z
HyErn3Blm	null	3.35	198.48	2018-07-19	12:52:36	2018-07-19T22:52:36.000Z
HyErn3Blm	null	1.46	86.52	2018-07-19	13:07:36	2018-07-19T23:07:36.000Z
HyErn3Blm	null	0	0	2018-07-19	13:22:36	2018-07-19T23:22:36.000Z
HyErn3Blm	null	0	0	2018-07-19	13:37:36	2018-07-19T23:37:36.000Z
HyErn3Blm	null	0	0	2018-07-19	13:52:36	2018-07-19T23:52:36.000Z
