HyErn3Blm	null	0.82	48.35	2018-07-31	20:09:06	2018-07-31T06:09:06.000Z
HyErn3Blm	null	2.16	127.83	2018-07-31	20:24:06	2018-07-31T06:24:06.000Z
HyErn3Blm	null	0	0	2018-07-31	20:39:06	2018-07-31T06:39:06.000Z
HyErn3Blm	null	0	0	2018-07-31	20:54:06	2018-07-31T06:54:06.000Z
HyErn3Blm	null	0	0	2018-07-31	21:09:06	2018-07-31T07:09:06.000Z
HyErn3Blm	null	0	0	2018-07-31	21:24:06	2018-07-31T07:24:06.000Z
HyErn3Blm	null	0	0	2018-07-31	21:39:06	2018-07-31T07:39:06.000Z
HyErn3Blm	null	0	0	2018-07-31	21:54:06	2018-07-31T07:54:06.000Z
HyErn3Blm	null	0	0	2018-07-31	22:09:06	2018-07-31T08:09:06.000Z
HyErn3Blm	null	0	0	2018-07-31	22:24:06	2018-07-31T08:24:06.000Z
HyErn3Blm	null	0	0	2018-07-31	22:39:06	2018-07-31T08:39:06.000Z
HyErn3Blm	null	0	0	2018-07-31	22:54:06	2018-07-31T08:54:06.000Z
HyErn3Blm	null	0	0	2018-07-31	23:09:06	2018-07-31T09:09:06.000Z
HyErn3Blm	null	0	0	2018-07-31	23:24:06	2018-07-31T09:24:06.000Z
HyErn3Blm	null	0	0	2018-07-31	23:39:07	2018-07-31T09:39:07.000Z
HyErn3Blm	null	0.25	15.17	2018-07-31	23:54:07	2018-07-31T09:54:07.000Z
HyErn3Blm	null	1.93	115.48	2018-07-31	00:09:07	2018-07-31T10:09:07.000Z
HyErn3Blm	null	0	0	2018-07-31	00:24:07	2018-07-31T10:24:07.000Z
HyErn3Blm	null	2.34	140.03	2018-07-31	00:39:07	2018-07-31T10:39:07.000Z
HyErn3Blm	null	3.07	183.61	2018-07-31	00:54:07	2018-07-31T10:54:07.000Z
HyErn3Blm	null	0	0	2018-07-31	01:09:07	2018-07-31T11:09:07.000Z
HyErn3Blm	null	0	0	2018-07-31	01:24:07	2018-07-31T11:24:07.000Z
HyErn3Blm	null	0	0	2018-07-31	01:39:07	2018-07-31T11:39:07.000Z
HyErn3Blm	null	0	0	2018-07-31	01:54:07	2018-07-31T11:54:07.000Z
HyErn3Blm	null	0	0	2018-07-31	02:09:07	2018-07-31T12:09:07.000Z
HyErn3Blm	null	0	0	2018-07-31	02:24:07	2018-07-31T12:24:07.000Z
HyErn3Blm	null	0	0	2018-07-31	02:39:07	2018-07-31T12:39:07.000Z
HyErn3Blm	null	0	0	2018-07-31	02:54:07	2018-07-31T12:54:07.000Z
HyErn3Blm	null	0	0	2018-07-31	03:09:08	2018-07-31T13:09:08.000Z
HyErn3Blm	null	0	0	2018-07-31	03:24:08	2018-07-31T13:24:08.000Z
HyErn3Blm	null	0	0	2018-07-31	03:39:08	2018-07-31T13:39:08.000Z
HyErn3Blm	null	0	0	2018-07-31	03:54:08	2018-07-31T13:54:08.000Z
HyErn3Blm	null	1.22	73.6	2018-07-31	04:09:08	2018-07-31T14:09:08.000Z
HyErn3Blm	null	0	0	2018-07-31	04:24:08	2018-07-31T14:24:08.000Z
HyErn3Blm	null	0	0	2018-07-31	04:39:08	2018-07-31T14:39:08.000Z
HyErn3Blm	null	0	0	2018-07-31	04:54:08	2018-07-31T14:54:08.000Z
HyErn3Blm	null	0	0	2018-07-31	05:09:08	2018-07-31T15:09:08.000Z
HyErn3Blm	null	0	0	2018-07-31	05:24:08	2018-07-31T15:24:08.000Z
HyErn3Blm	null	0	0	2018-07-31	05:39:08	2018-07-31T15:39:08.000Z
HyErn3Blm	null	0	0	2018-07-31	05:54:08	2018-07-31T15:54:08.000Z
HyErn3Blm	null	0	0	2018-07-31	06:09:08	2018-07-31T16:09:08.000Z
HyErn3Blm	null	0	0	2018-07-31	06:24:08	2018-07-31T16:24:08.000Z
HyErn3Blm	null	0	0	2018-07-31	06:39:09	2018-07-31T16:39:09.000Z
HyErn3Blm	null	0	0	2018-07-31	06:54:09	2018-07-31T16:54:09.000Z
HyErn3Blm	null	0	0	2018-07-31	07:09:09	2018-07-31T17:09:09.000Z
HyErn3Blm	null	2.07	123.86	2018-07-31	07:24:09	2018-07-31T17:24:09.000Z
HyErn3Blm	null	1.67	99.53	2018-07-31	07:39:09	2018-07-31T17:39:09.000Z
HyErn3Blm	null	0	0	2018-07-31	07:54:09	2018-07-31T17:54:09.000Z
HyErn3Blm	null	0	0	2018-07-31	08:09:09	2018-07-31T18:09:09.000Z
HyErn3Blm	null	1.41	84.36	2018-07-31	08:24:09	2018-07-31T18:24:09.000Z
HyErn3Blm	null	0	0	2018-07-31	08:39:09	2018-07-31T18:39:09.000Z
HyErn3Blm	null	0	0	2018-07-31	08:54:09	2018-07-31T18:54:09.000Z
HyErn3Blm	null	0	0	2018-07-31	09:09:09	2018-07-31T19:09:09.000Z
HyErn3Blm	null	0	0	2018-07-31	09:24:09	2018-07-31T19:24:09.000Z
HyErn3Blm	null	0	0	2018-07-31	09:39:09	2018-07-31T19:39:09.000Z
HyErn3Blm	null	0	0	2018-07-31	09:54:09	2018-07-31T19:54:09.000Z
HyErn3Blm	null	0	0	2018-07-31	10:09:09	2018-07-31T20:09:09.000Z
HyErn3Blm	null	0	0	2018-07-31	10:24:10	2018-07-31T20:24:10.000Z
HyErn3Blm	null	0	0	2018-07-31	10:39:14	2018-07-31T20:39:14.000Z
HyErn3Blm	null	0	0	2018-07-31	10:54:14	2018-07-31T20:54:14.000Z
HyErn3Blm	null	0	0	2018-07-31	11:09:14	2018-07-31T21:09:14.000Z
HyErn3Blm	null	0	0	2018-07-31	11:24:14	2018-07-31T21:24:14.000Z
HyErn3Blm	null	0	0	2018-07-31	11:39:14	2018-07-31T21:39:14.000Z
HyErn3Blm	null	0	0	2018-07-31	11:54:14	2018-07-31T21:54:14.000Z
HyErn3Blm	null	0	0	2018-07-31	12:09:14	2018-07-31T22:09:14.000Z
HyErn3Blm	null	1.83	110.05	2018-07-31	12:24:15	2018-07-31T22:24:15.000Z
HyErn3Blm	null	1.04	62.22	2018-07-31	12:39:15	2018-07-31T22:39:15.000Z
HyErn3Blm	null	0	0	2018-07-31	12:54:15	2018-07-31T22:54:15.000Z
HyErn3Blm	null	0	0	2018-07-31	13:09:15	2018-07-31T23:09:15.000Z
HyErn3Blm	null	0	0	2018-07-31	13:24:15	2018-07-31T23:24:15.000Z
HyErn3Blm	null	0	0	2018-07-31	13:39:15	2018-07-31T23:39:15.000Z
MISSING THIS LINE FOR 2018-07-31T23:54:15.000Z
