HyErn3Blm	null	0	0	2018-07-25	14:08:33	2018-07-25T00:08:33.000Z
HyErn3Blm	null	0	0	2018-07-25	14:23:33	2018-07-25T00:23:33.000Z
HyErn3Blm	null	0	0	2018-07-25	14:38:33	2018-07-25T00:38:33.000Z
HyErn3Blm	null	2.92	175	2018-07-25	14:53:33	2018-07-25T00:53:33.000Z
HyErn3Blm	null	1.19	70.66	2018-07-25	15:08:33	2018-07-25T01:08:33.000Z
HyErn3Blm	null	0	0	2018-07-25	15:23:33	2018-07-25T01:23:33.000Z
HyErn3Blm	null	0.57	34.2	2018-07-25	15:38:33	2018-07-25T01:38:33.000Z
HyErn3Blm	null	3.35	199.64	2018-07-25	15:53:33	2018-07-25T01:53:33.000Z
HyErn3Blm	null	0.38	22.35	2018-07-25	16:08:33	2018-07-25T02:08:33.000Z
HyErn3Blm	null	0.7	41.6	2018-07-25	16:23:33	2018-07-25T02:23:33.000Z
HyErn3Blm	null	2.25	132.93	2018-07-25	16:38:33	2018-07-25T02:38:33.000Z
HyErn3Blm	null	0	0	2018-07-25	16:53:33	2018-07-25T02:53:33.000Z
HyErn3Blm	null	0	0	2018-07-25	17:08:33	2018-07-25T03:08:33.000Z
HyErn3Blm	null	0	0	2018-07-25	17:23:34	2018-07-25T03:23:34.000Z
HyErn3Blm	null	0	0	2018-07-25	17:53:00	2018-07-25T03:53:00.000Z
HyErn3Blm	null	0	0	2018-07-25	18:08:00	2018-07-25T04:08:00.000Z
HyErn3Blm	null	0	0	2018-07-25	18:23:00	2018-07-25T04:23:00.000Z
HyErn3Blm	null	0	0	2018-07-25	18:38:00	2018-07-25T04:38:00.000Z
HyErn3Blm	null	0	0	2018-07-25	18:53:00	2018-07-25T04:53:00.000Z
HyErn3Blm	null	0	0	2018-07-25	19:08:00	2018-07-25T05:08:00.000Z
HyErn3Blm	null	0	0	2018-07-25	19:23:01	2018-07-25T05:23:01.000Z
HyErn3Blm	null	0	0	2018-07-25	19:38:01	2018-07-25T05:38:01.000Z
HyErn3Blm	null	0	0	2018-07-25	19:53:01	2018-07-25T05:53:01.000Z
HyErn3Blm	null	0	0	2018-07-25	20:08:01	2018-07-25T06:08:01.000Z
HyErn3Blm	null	0	0	2018-07-25	20:23:01	2018-07-25T06:23:01.000Z
HyErn3Blm	null	0	0	2018-07-25	20:38:01	2018-07-25T06:38:01.000Z
HyErn3Blm	null	0	0	2018-07-25	20:53:01	2018-07-25T06:53:01.000Z
HyErn3Blm	null	0	0	2018-07-25	21:08:01	2018-07-25T07:08:01.000Z
HyErn3Blm	null	0	0	2018-07-25	21:23:01	2018-07-25T07:23:01.000Z
HyErn3Blm	null	0	0	2018-07-25	21:38:01	2018-07-25T07:38:01.000Z
HyErn3Blm	null	0.56	33.44	2018-07-25	21:53:01	2018-07-25T07:53:01.000Z
HyErn3Blm	null	1.76	104.89	2018-07-25	22:08:01	2018-07-25T08:08:01.000Z
HyErn3Blm	null	0	0	2018-07-25	22:23:01	2018-07-25T08:23:01.000Z
HyErn3Blm	null	0	0	2018-07-25	22:38:01	2018-07-25T08:38:01.000Z
HyErn3Blm	null	0	0	2018-07-25	22:53:01	2018-07-25T08:53:01.000Z
HyErn3Blm	null	0	0	2018-07-25	23:08:02	2018-07-25T09:08:02.000Z
HyErn3Blm	null	0	0	2018-07-25	23:23:02	2018-07-25T09:23:02.000Z
HyErn3Blm	null	0	0	2018-07-25	23:38:02	2018-07-25T09:38:02.000Z
HyErn3Blm	null	0	0	2018-07-25	23:53:02	2018-07-25T09:53:02.000Z
HyErn3Blm	null	0	0	2018-07-25	00:08:02	2018-07-25T10:08:02.000Z
HyErn3Blm	null	0	0	2018-07-25	00:23:02	2018-07-25T10:23:02.000Z
HyErn3Blm	null	0	0	2018-07-25	00:38:02	2018-07-25T10:38:02.000Z
HyErn3Blm	null	0	0	2018-07-25	00:53:02	2018-07-25T10:53:02.000Z
HyErn3Blm	null	0	0	2018-07-25	01:08:02	2018-07-25T11:08:02.000Z
HyErn3Blm	null	0	0	2018-07-25	01:23:02	2018-07-25T11:23:02.000Z
HyErn3Blm	null	0	0	2018-07-25	01:38:02	2018-07-25T11:38:02.000Z
HyErn3Blm	null	0	0	2018-07-25	01:53:02	2018-07-25T11:53:02.000Z
HyErn3Blm	null	0	0	2018-07-25	02:08:02	2018-07-25T12:08:02.000Z
HyErn3Blm	null	0	0	2018-07-25	02:23:02	2018-07-25T12:23:02.000Z
HyErn3Blm	null	0	0	2018-07-25	02:38:02	2018-07-25T12:38:02.000Z
HyErn3Blm	null	0	0	2018-07-25	02:53:03	2018-07-25T12:53:03.000Z
HyErn3Blm	null	0	0	2018-07-25	03:08:03	2018-07-25T13:08:03.000Z
HyErn3Blm	null	0	0	2018-07-25	03:23:03	2018-07-25T13:23:03.000Z
HyErn3Blm	null	0	0	2018-07-25	03:38:03	2018-07-25T13:38:03.000Z
HyErn3Blm	null	0.63	37.59	2018-07-25	03:53:03	2018-07-25T13:53:03.000Z
HyErn3Blm	null	1.38	83.01	2018-07-25	04:08:03	2018-07-25T14:08:03.000Z
HyErn3Blm	null	0	0	2018-07-25	04:23:03	2018-07-25T14:23:03.000Z
HyErn3Blm	null	0	0	2018-07-25	04:38:03	2018-07-25T14:38:03.000Z
HyErn3Blm	null	0	0	2018-07-25	04:53:03	2018-07-25T14:53:03.000Z
HyErn3Blm	null	0	0	2018-07-25	05:08:03	2018-07-25T15:08:03.000Z
HyErn3Blm	null	0	0	2018-07-25	05:23:03	2018-07-25T15:23:03.000Z
HyErn3Blm	null	0	0	2018-07-25	05:38:03	2018-07-25T15:38:03.000Z
HyErn3Blm	null	0	0	2018-07-25	05:53:03	2018-07-25T15:53:03.000Z
HyErn3Blm	null	0	0	2018-07-25	06:08:03	2018-07-25T16:08:03.000Z
HyErn3Blm	null	0.82	48.33	2018-07-25	06:23:04	2018-07-25T16:23:04.000Z
HyErn3Blm	null	3.36	199.65	2018-07-25	06:38:04	2018-07-25T16:38:04.000Z
HyErn3Blm	null	0.3	18	2018-07-25	06:53:04	2018-07-25T16:53:04.000Z
HyErn3Blm	null	0	0	2018-07-25	07:08:04	2018-07-25T17:08:04.000Z
HyErn3Blm	null	0	0	2018-07-25	07:23:04	2018-07-25T17:23:04.000Z
HyErn3Blm	null	0	0	2018-07-25	07:38:04	2018-07-25T17:38:04.000Z
HyErn3Blm	null	0	0	2018-07-25	07:53:04	2018-07-25T17:53:04.000Z
HyErn3Blm	null	2.03	121.62	2018-07-25	08:08:04	2018-07-25T18:08:04.000Z
HyErn3Blm	null	0	0	2018-07-25	08:23:04	2018-07-25T18:23:04.000Z
HyErn3Blm	null	0	0	2018-07-25	08:38:04	2018-07-25T18:38:04.000Z
HyErn3Blm	null	0	0.01	2018-07-25	08:53:04	2018-07-25T18:53:04.000Z
HyErn3Blm	null	0	0	2018-07-25	09:08:04	2018-07-25T19:08:04.000Z
HyErn3Blm	null	0	0	2018-07-25	09:23:04	2018-07-25T19:23:04.000Z
HyErn3Blm	null	0	0	2018-07-25	09:38:04	2018-07-25T19:38:04.000Z
HyErn3Blm	null	0	0.04	2018-07-25	09:53:04	2018-07-25T19:53:04.000Z
HyErn3Blm	null	0	0.01	2018-07-25	10:08:05	2018-07-25T20:08:05.000Z
HyErn3Blm	null	0	0.03	2018-07-25	10:23:05	2018-07-25T20:23:05.000Z
HyErn3Blm	null	0	0.02	2018-07-25	10:38:10	2018-07-25T20:38:10.000Z
HyErn3Blm	null	0	0.02	2018-07-25	10:53:11	2018-07-25T20:53:11.000Z
HyErn3Blm	null	0	0	2018-07-25	11:08:11	2018-07-25T21:08:11.000Z
HyErn3Blm	null	0	0.06	2018-07-25	11:23:11	2018-07-25T21:23:11.000Z
HyErn3Blm	null	0	0.07	2018-07-25	11:38:11	2018-07-25T21:38:11.000Z
HyErn3Blm	null	0	0.01	2018-07-25	11:53:11	2018-07-25T21:53:11.000Z
HyErn3Blm	null	2.25	134.98	2018-07-25	12:08:11	2018-07-25T22:08:11.000Z
HyErn3Blm	null	0.36	21.36	2018-07-25	12:23:11	2018-07-25T22:23:11.000Z
HyErn3Blm	null	0	0	2018-07-25	12:38:07	2018-07-25T22:38:07.000Z
HyErn3Blm	null	0	0	2018-07-25	12:53:07	2018-07-25T22:53:07.000Z
HyErn3Blm	null	0	0	2018-07-25	13:08:07	2018-07-25T23:08:07.000Z
HyErn3Blm	null	0	0	2018-07-25	13:23:07	2018-07-25T23:23:07.000Z
HyErn3Blm	null	0	0	2018-07-25	13:38:07	2018-07-25T23:38:07.000Z
HyErn3Blm	null	0	0	2018-07-25	13:53:07	2018-07-25T23:53:07.000Z
MISSING A LINE

HyErn3Blm	null	0	0	2018-07-31	14:09:04	2018-07-31T00:09:04.000Z
HyErn3Blm	null	0	0	2018-07-31	14:24:04	2018-07-31T00:24:04.000Z
HyErn3Blm	null	0	0	2018-07-31	14:39:04	2018-07-31T00:39:04.000Z
HyErn3Blm	null	0	0	2018-07-31	14:54:04	2018-07-31T00:54:04.000Z
HyErn3Blm	null	0	0	2018-07-31	15:09:04	2018-07-31T01:09:04.000Z
HyErn3Blm	null	0	0	2018-07-31	15:24:04	2018-07-31T01:24:04.000Z
HyErn3Blm	null	0	0	2018-07-31	15:39:04	2018-07-31T01:39:04.000Z
HyErn3Blm	null	0	0	2018-07-31	15:54:05	2018-07-31T01:54:05.000Z
HyErn3Blm	null	0	0	2018-07-31	16:09:05	2018-07-31T02:09:05.000Z
HyErn3Blm	null	0	0	2018-07-31	16:24:05	2018-07-31T02:24:05.000Z
HyErn3Blm	null	0	0	2018-07-31	16:39:05	2018-07-31T02:39:05.000Z
HyErn3Blm	null	0	0	2018-07-31	16:54:05	2018-07-31T02:54:05.000Z
HyErn3Blm	null	0	0	2018-07-31	17:09:05	2018-07-31T03:09:05.000Z
HyErn3Blm	null	0	0	2018-07-31	17:24:05	2018-07-31T03:24:05.000Z
HyErn3Blm	null	0	0	2018-07-31	17:39:05	2018-07-31T03:39:05.000Z
HyErn3Blm	null	0	0	2018-07-31	17:54:05	2018-07-31T03:54:05.000Z
HyErn3Blm	null	0	0	2018-07-31	18:09:05	2018-07-31T04:09:05.000Z
HyErn3Blm	null	1.7	99.98	2018-07-31	18:24:05	2018-07-31T04:24:05.000Z
HyErn3Blm	null	0.77	45.34	2018-07-31	18:39:05	2018-07-31T04:39:05.000Z
HyErn3Blm	null	0	0	2018-07-31	18:54:05	2018-07-31T04:54:05.000Z
HyErn3Blm	null	0	0	2018-07-31	19:09:05	2018-07-31T05:09:05.000Z
HyErn3Blm	null	0	0	2018-07-31	19:24:05	2018-07-31T05:24:05.000Z
HyErn3Blm	null	0.52	30.76	2018-07-31	19:39:05	2018-07-31T05:39:05.000Z
HyErn3Blm	null	1.73	101.14	2018-07-31	19:54:06	2018-07-31T05:54:06.000Z
